,Result,Home_Elo,Away_Elo
728,D,1928.91955566,1567.93212891
729,W,1617.13586426,1538.45324707
730,D,1522.23205566,1920.58349609
731,L,1484.53637695,1762.6439209
732,W,1544.03710938,1576.33959961
733,W,1776.54602051,1468.13146973
734,W,1774.36108398,1643.56750488
735,L,1487.52478027,1564.9005127
736,L,1575.2479248,1583.65222168
737,L,1631.38964844,1605.31408691
738,W,1622.09301758,1481.82116699
739,L,1533.56738281,1532.58447266
740,D,1566.31555176,1777.99072266
741,W,1765.76379395,1616.65234375
742,W,1529.7409668,1479.93286133
743,L,1572.49255371,1561.75073242
744,W,1620.0513916,1523.90686035
745,W,1542.24499512,1554.06115723
746,D,1597.14953613,1465.75585938
747,W,1639.93786621,1481.41662598
748,L,1913.07458496,1625.57458496
749,W,1478.33959961,1778.92150879
750,D,1473.00793457,1888.36193848
751,W,1544.56591797,1555.54040527
752,W,1762.49475098,1642.65319824
753,W,1763.20288086,1534.52075195
754,L,1469.45983887,1623.41577148
755,W,1573.00952148,1489.07312012
756,W,1610.52172852,1546.046875
757,D,1644.59399414,1589.25866699
758,W,1514.84924316,1567.60144043
759,L,1467.95336914,1766.2010498
760,W,1767.17236328,1540.5847168
761,L,1550.64807129,1539.82641602
762,W,1536.36828613,1643.11206055
763,L,1594.30285645,1553.02062988
764,L,1579.4140625,1772.82861328
765,L,1640.7088623,1581.78686523
766,W,1623.76245117,1561.53710938
767,L,1641.17871094,1486.23095703
768,W,1768.00134277,1534.11352539
769,W,1882.46044922,1482.47167969
770,W,1593.06652832,1771.3236084
771,D,1779.5378418,1549.94921875
