,Result,Home_Elo,Away_Elo
616,W,1627.86535645,1547.20166016
617,D,1673.15234375,1659.68640137
618,D,1658.17736816,1917.61804199
619,W,1616.21630859,1899.96228027
620,L,1540.3548584,1886.37780762
621,W,1629.80078125,1838.69604492
622,D,1671.21179199,1660.9387207
623,L,1917.65893555,1661.62695312
624,W,1687.48022461,1743.78540039
625,W,1975.41101074,1633.65319824
626,D,1619.86010742,1679.87756348
627,D,1663.53259277,1598.23632812
628,D,1634.71228027,1619.13415527
629,W,1912.26281738,1914.02526855
630,W,1687.61157227,1632.81237793
631,W,1821.59777832,1695.5970459
632,W,1601.47021484,1669.4432373
633,D,1679.625,1977.55737305
634,D,1735.6685791,1646.89904785
635,W,1904.46704102,1536.82519531
636,L,1631.50683594,1660.29882812
637,D,1662.70739746,1620.1126709
638,D,1889.9074707,1921.82104492
639,W,1621.03393555,1891.67431641
640,W,1687.91491699,1660.06201172
641,W,1971.44921875,1731.84509277
642,D,1627.4128418,1613.61413574
643,W,1650.72253418,1685.7331543
644,W,1922.38574219,1829.2800293
645,W,1657.29931641,1644.08703613
646,W,1535.27331543,1693.0111084
647,W,1622.75805664,1906.0189209
648,L,1669.03967285,1889.34277344
649,W,1868.62133789,1622.76599121
650,D,1681.74365234,1643.61010742
651,W,1622.56762695,1665.52307129
652,D,1685.03295898,1670.40734863
653,D,1734.72094727,1632.55969238
654,W,1914.55493164,1673.15917969
655,W,1642.32751465,1703.43591309
656,L,1626.24755859,1560.64135742
657,L,1658.64147949,1939.20910645
658,W,1898.99780273,1878.58837891
659,L,1833.16357422,1986.2590332
660,W,1682.90710449,1695.44677734
661,D,1730.35656738,1678.98181152
662,W,1917.91601562,1646.37182617
663,D,1672.53320312,1636.92419434
664,W,1652.16699219,1669.79821777
665,W,1942.26574707,1572.11816406
666,W,1650.31665039,1614.77062988
667,W,1635.92358398,1823.88623047
668,W,1995.53637695,1872.44299316
669,L,1655.5847168,1905.14318848
670,W,1866.34973145,1649.48815918
671,W,1686.11303711,1645.02880859
672,D,1568.34741211,1661.79626465
673,W,1906.53991699,1916.75183105
674,W,1641.57653809,1667.58947754
675,L,1606.5480957,1724.99475098
676,L,1655.46911621,1687.54101562
677,L,1679.64379883,1926.31481934
678,W,1820.23156738,1653.8392334
679,L,1637.16821289,1995.77563477
680,W,1666.79968262,1588.60107422
681,L,1562.8034668,1640.44592285
682,W,1903.35900879,1641.99719238
683,L,1627.76025391,1687.59655762
684,L,1630.29211426,1729.6887207
685,L,1651.06921387,1907.41394043
686,L,1695.41418457,1991.93054199
687,W,1888.82373047,1654.08728027
688,W,1647.59143066,1552.18017578
689,D,1637.94238281,1671.68347168
690,L,1583.71728516,1696.07373047
691,W,1633.68334961,1648.3215332
692,W,1822.27612305,1619.94262695
693,L,1855.87475586,1925.90588379
694,D,1675.88415527,1651.29919434
695,D,1624.08239746,1551.21032715
696,D,1695.17919922,1931.77246094
697,L,1743.0793457,1655.74206543
698,L,1981.93859863,1895.61230469
699,L,1619.08117676,1940.12426758
700,L,1640.92248535,1706.49853516
701,D,1580.47338867,1654.47949219
702,W,1841.53088379,1639.96789551
703,D,1848.83728027,1649.21789551
704,W,1714.59143066,1731.81811523
705,W,1653.79760742,1620.90075684
706,W,1554.98388672,1633.42150879
707,W,1936.70825195,1673.97766113
708,L,1637.66101074,1842.88549805
709,D,1654.1776123,1700.31237793
710,L,1942.84851074,1961.22143555
711,L,1907.44458008,1581.36706543
712,W,1667.59521484,1845.35791016
713,D,1655.76159668,1616.94897461
714,D,1614.9519043,1930.30310059
715,L,1670.93054199,1891.27636719
716,L,1721.61669922,1847.35839844
717,D,1724.79296875,1633.18798828
718,D,1624.7088623,1659.74633789
719,D,1597.53527832,1939.75537109
720,W,1834.20800781,1653.0715332
721,W,1973.7668457,1653.85778809
722,D,1619.63903809,1715.22399902
723,W,1700.63220215,1678.74523926
724,D,1716.41455078,1623.62927246
725,W,1662.68603516,1723.12341309
726,L,1566.05737305,1709.08996582
727,D,1944.83947754,1623.17004395
728,L,1675.0090332,1606.68029785
729,W,1639.57910156,1667.45019531
730,L,1653.18884277,1856.11193848
731,W,1899.47839355,1839.27282715
732,L,1650.59545898,1979.1574707
733,W,1926.34741211,1626.49072266
734,W,1625.2454834,1902.24487305
735,W,1657.84338379,1646.21374512
736,D,1714.91113281,1644.25830078
737,L,1702.48400879,1644.19628906
738,L,1628.68225098,1678.39794922
739,W,1621.90771484,1661.02246094
740,W,1615.73925781,1926.00280762
741,W,1826.70788574,1709.87072754
742,W,1858.15930176,1931.55200195
743,D,1980.62902832,1555.30859375
744,L,1639.97473145,1647.80505371
745,D,1866.49987793,1564.14404297
746,W,1686.80773926,1835.66223145
747,W,1971.7935791,1638.88037109
748,W,1911.85742188,1653.40856934
749,D,1659.87255859,1888.60998535
750,L,1700.91638184,1664.08239746
751,W,1686.72351074,1629.88464355
752,L,1571.97375488,1821.48046875
753,W,1923.21142578,1637.17504883
754,W,1884.19995117,1629.52148438
755,W,1651.55688477,1858.67028809
756,L,1657.31555176,1973.4987793
757,L,1630.46435547,1620.35656738
758,W,1913.70910645,1700.98950195
759,W,1664.28259277,1711.36437988
760,W,1884.93444824,1697.49816895
761,W,1673.78051758,1576.49035645
762,L,1633.79968262,1692.95166016
763,L,1567.10131836,1837.00427246
764,L,1670.87133789,1914.84887695
765,W,1626.43530273,1632.8684082
766,D,1593.07910156,1699.56262207
767,L,1824.0012207,1974.96166992
768,W,1917.3302002,1673.73278809
769,D,1653.50097656,1692.93078613
770,D,1573.3782959,1669.71362305
771,W,1845.78881836,1818.83764648
